candidate_id,candidate_source_id,candidate_domain,education,skills,skills_and_achievements,candidate_experience,job_type,round_id,question_id,question,question_category,target_role,source_role,difficulty,question_experience,source_type,answer_id,answer,answer_source,keywords,synthetic_record,merge_note
C003,77156708,Banking,"Master of Management, Business Management — Colorado State University (05/2017). Bachelor of Arts, Applied Economics — National University of Kaohsiung, Taiwan (05/2013).","Sql, Financial Analysis, Project Management, Salesforce, Jira, Confluence, Marketing, Budgeting, Credit, Underwriting, Documentation, Ms Office","NMLS #1796859; business development; project management; Confluence/Jira/Salesforce/SQL; financial analysis & statements; pricing strategy; budgeting; credit/underwriting; due diligence; documentation; marketing & PR; MS Office, G Suite, Keynote; bilingual Mandarin. Top 1 Mortgage Originator & Top 3 Loan Sales (North Denver); drove +200% membership growth; +10% reporting efficiency.","Banking Officer (10/2018–Current)—BSA/AML/OFAC compliance; credit analysis & underwriting; top producer; realtor & SMB relationships; supervised Asian Banking Center and community outreach. Director of Finance (05/2019–Current)—budgeting, financial strategy, statements, pricing leading to +200% membership. Marketing Specialist (08/2017–09/2018)—digital strategy, collateral, 10+ partnerships. Retail Store Manager (08/2014–07/2015)—ops, POS rollout, records.",Mid-level,R012,Q012,What's the most significant change you've had to adapt to at work?,Adaptability,Banking / Financial Analyst,DevOps Engineer,Medium,intern,STAR-Based,A012,"I'm always eager to learn and embrace change as a way to improve. For example, I once had to switch to a new tech stack and picked it up quickly. What's the most significant change you've had to adapt to at work?",Ankshi ideal_answer,['learn' 'adjust'],True,Synthetic association: CareerCorpus candidate profile linked to a semantically compatible Ankshi interview question.
C004,24580361,Banking,"B.S. in Operations Management, University of Delaware (2013); Minor in Economics; GPA 3.978/4.0. Awards: Distinguished Operations Management Junior, Alpha Lambda Delta, National Society of Collegiate Scholars, Dean’s List (all semesters).","Excel, Html, Communication, Leadership","Microsoft Office (Excel/PowerPoint/Word/Access), SAP, Minitab, Maple, Lingo, HTML; Six Sigma exposure; detail-oriented, analytical, troubleshooting/problem solving; strong communication, time management, organization, leadership.","Associate, Investment Banking Operations (07/2013–Present)—operations role (firm/city undisclosed). Intern, Syndicated Loan Operations (06/2012–12/2012)—maintained 150+ deals/1000+ loans; processed loan activity/cash flows; monitored past dues; partnered with agent banks; issued weekly status; led month-end controls. Intern, Derivatives Operations (12/2011–05/2012)—built client contact DB; produced exec scorecards; automated compliance reporting (equity/credit derivatives).",Senior-level,R013,Q013,How do you motivate others in a leadership role?,Leadership,Banking / Financial Analyst,Marketing Associate,Hard,6 years,Situational,A013,"I lead by example and encourage open communication and accountability. One time, I led a team through X and we achieved Y. How do you motivate others in a leadership role?",Ankshi ideal_answer,['guide' 'mentor'],True,Synthetic association: CareerCorpus candidate profile linked to a semantically compatible Ankshi interview question.
C004,24580361,Banking,"B.S. in Operations Management, University of Delaware (2013); Minor in Economics; GPA 3.978/4.0. Awards: Distinguished Operations Management Junior, Alpha Lambda Delta, National Society of Collegiate Scholars, Dean’s List (all semesters).","Excel, Html, Communication, Leadership","Microsoft Office (Excel/PowerPoint/Word/Access), SAP, Minitab, Maple, Lingo, HTML; Six Sigma exposure; detail-oriented, analytical, troubleshooting/problem solving; strong communication, time management, organization, leadership.","Associate, Investment Banking Operations (07/2013–Present)—operations role (firm/city undisclosed). Intern, Syndicated Loan Operations (06/2012–12/2012)—maintained 150+ deals/1000+ loans; processed loan activity/cash flows; monitored past dues; partnered with agent banks; issued weekly status; led month-end controls. Intern, Derivatives Operations (12/2011–05/2012)—built client contact DB; produced exec scorecards; automated compliance reporting (equity/credit derivatives).",Senior-level,R014,Q014,Describe a time you led a project or team.,Leadership,Banking / Financial Analyst,UX Designer,Hard,2 years,Behavioral,A014,"I lead by example and encourage open communication and accountability. One time, I led a team through X and we achieved Y. Describe a time you led a project or team.",Ankshi ideal_answer,['mentor' 'manage'],True,Synthetic association: CareerCorpus candidate profile linked to a semantically compatible Ankshi interview question.
C004,24580361,Banking,"B.S. in Operations Management, University of Delaware (2013); Minor in Economics; GPA 3.978/4.0. Awards: Distinguished Operations Management Junior, Alpha Lambda Delta, National Society of Collegiate Scholars, Dean’s List (all semesters).","Excel, Html, Communication, Leadership","Microsoft Office (Excel/PowerPoint/Word/Access), SAP, Minitab, Maple, Lingo, HTML; Six Sigma exposure; detail-oriented, analytical, troubleshooting/problem solving; strong communication, time management, organization, leadership.","Associate, Investment Banking Operations (07/2013–Present)—operations role (firm/city undisclosed). Intern, Syndicated Loan Operations (06/2012–12/2012)—maintained 150+ deals/1000+ loans; processed loan activity/cash flows; monitored past dues; partnered with agent banks; issued weekly status; led month-end controls. Intern, Derivatives Operations (12/2011–05/2012)—built client contact DB; produced exec scorecards; automated compliance reporting (equity/credit derivatives).",Senior-level,R015,Q015,How do you delegate tasks effectively?,Leadership,Banking / Financial Analyst,HR Specialist,Hard,6 years,Behavioral,A015,"I lead by example and encourage open communication and accountability. One time, I led a team through X and we achieved Y. How do you delegate tasks effectively?",Ankshi ideal_answer,['supervise' 'manage'],True,Synthetic association: CareerCorpus candidate profile linked to a semantically compatible Ankshi interview question.
C004,24580361,Banking,"B.S. in Operations Management, University of Delaware (2013); Minor in Economics; GPA 3.978/4.0. Awards: Distinguished Operations Management Junior, Alpha Lambda Delta, National Society of Collegiate Scholars, Dean’s List (all semesters).","Excel, Html, Communication, Leadership","Microsoft Office (Excel/PowerPoint/Word/Access), SAP, Minitab, Maple, Lingo, HTML; Six Sigma exposure; detail-oriented, analytical, troubleshooting/problem solving; strong communication, time management, organization, leadership.","Associate, Investment Banking Operations (07/2013–Present)—operations role (firm/city undisclosed). Intern, Syndicated Loan Operations (06/2012–12/2012)—maintained 150+ deals/1000+ loans; processed loan activity/cash flows; monitored past dues; partnered with agent banks; issued weekly status; led month-end controls. Intern, Derivatives Operations (12/2011–05/2012)—built client contact DB; produced exec scorecards; automated compliance reporting (equity/credit derivatives).",Senior-level,R016,Q016,What makes a good leader in your opinion?,Leadership,Banking / Financial Analyst,Software Engineer,Hard,3 years,Open-Ended,A016,"I lead by example and encourage open communication and accountability. One time, I led a team through X and we achieved Y. What makes a good leader in your opinion?",Ankshi ideal_answer,['mentor' 'guide'],True,Synthetic association: CareerCorpus candidate profile linked to a semantically compatible Ankshi interview question.
C005,34953092,Banking,"M.S. Computer Engineering, University of Missouri–Columbia (2016), GPA 3.46; Graduate Research Assistant. B.S. Finance & Banking, University of Missouri–Columbia (2013), Minor in Mathematics; VP, Chinese Business Student Association.","Python, C++, Sql, Financial Analysis, Research","C/C++, Python, MATLAB, SQL, R, LUA, VBA; ML (supervised/unsupervised/DNN); forecasting & financial analysis; English/Chinese. Built VBA systems improving workflow (up to 20%); SQL research; image-processing pipeline (+30% speed).","Corporate Banking Assistant, Intern (May–Aug 2015)—commercial mortgage risk reports (appraisal, cash flow, RAROC, sensitivity), SME research in SQL, VBA documentation system. Office Assistant, Intern (Jun–Aug 2012)—VBA feedback system (+20% team efficiency), SOP updates. Undergraduate Researcher (Mar 2011–May 2012)—image classification (+30% speed), wildlife ML labeling. Assistant Analyst, Intern (Jun–Jul 2010)—China mobile market research; due diligence support.",Entry-level,R017,Q017,How do you react to sudden changes in priorities?,Adaptability,Banking / Financial Analyst,Data Scientist,Hard,1 year,Behavioral,A017,"I'm always eager to learn and embrace change as a way to improve. For example, I once had to switch to a new tech stack and picked it up quickly. How do you react to sudden changes in priorities?",Ankshi ideal_answer,['adjust' 'change'],True,Synthetic association: CareerCorpus candidate profile linked to a semantically compatible Ankshi interview question.
C005,34953092,Banking,"M.S. Computer Engineering, University of Missouri–Columbia (2016), GPA 3.46; Graduate Research Assistant. B.S. Finance & Banking, University of Missouri–Columbia (2013), Minor in Mathematics; VP, Chinese Business Student Association.","Python, C++, Sql, Financial Analysis, Research","C/C++, Python, MATLAB, SQL, R, LUA, VBA; ML (supervised/unsupervised/DNN); forecasting & financial analysis; English/Chinese. Built VBA systems improving workflow (up to 20%); SQL research; image-processing pipeline (+30% speed).","Corporate Banking Assistant, Intern (May–Aug 2015)—commercial mortgage risk reports (appraisal, cash flow, RAROC, sensitivity), SME research in SQL, VBA documentation system. Office Assistant, Intern (Jun–Aug 2012)—VBA feedback system (+20% team efficiency), SOP updates. Undergraduate Researcher (Mar 2011–May 2012)—image classification (+30% speed), wildlife ML labeling. Assistant Analyst, Intern (Jun–Jul 2010)—China mobile market research; due diligence support.",Entry-level,R018,Q018,Tell me about a time you mentored someone.,Leadership,Banking / Financial Analyst,Software Engineer,Medium,7+ years,STAR-Based,A018,"I lead by example and encourage open communication and accountability. One time, I led a team through X and we achieved Y. Tell me about a time you mentored someone.",Ankshi ideal_answer,['manage' 'mentor'],True,Synthetic association: CareerCorpus candidate profile linked to a semantically compatible Ankshi interview question.
C005,34953092,Banking,"M.S. Computer Engineering, University of Missouri–Columbia (2016), GPA 3.46; Graduate Research Assistant. B.S. Finance & Banking, University of Missouri–Columbia (2013), Minor in Mathematics; VP, Chinese Business Student Association.","Python, C++, Sql, Financial Analysis, Research","C/C++, Python, MATLAB, SQL, R, LUA, VBA; ML (supervised/unsupervised/DNN); forecasting & financial analysis; English/Chinese. Built VBA systems improving workflow (up to 20%); SQL research; image-processing pipeline (+30% speed).","Corporate Banking Assistant, Intern (May–Aug 2015)—commercial mortgage risk reports (appraisal, cash flow, RAROC, sensitivity), SME research in SQL, VBA documentation system. Office Assistant, Intern (Jun–Aug 2012)—VBA feedback system (+20% team efficiency), SOP updates. Undergraduate Researcher (Mar 2011–May 2012)—image classification (+30% speed), wildlife ML labeling. Assistant Analyst, Intern (Jun–Jul 2010)—China mobile market research; due diligence support.",Entry-level,R019,Q019,Describe a time you failed and what you learned from it.,Adaptability,Banking / Financial Analyst,QA Analyst,Medium,intern,Situational,A019,"I'm always eager to learn and embrace change as a way to improve. For example, I once had to switch to a new tech stack and picked it up quickly. Describe a time you failed and what you learned from it.",Ankshi ideal_answer,['change' 'flexible'],True,Synthetic association: CareerCorpus candidate profile linked to a semantically compatible Ankshi interview question.
C005,34953092,Banking,"M.S. Computer Engineering, University of Missouri–Columbia (2016), GPA 3.46; Graduate Research Assistant. B.S. Finance & Banking, University of Missouri–Columbia (2013), Minor in Mathematics; VP, Chinese Business Student Association.","Python, C++, Sql, Financial Analysis, Research","C/C++, Python, MATLAB, SQL, R, LUA, VBA; ML (supervised/unsupervised/DNN); forecasting & financial analysis; English/Chinese. Built VBA systems improving workflow (up to 20%); SQL research; image-processing pipeline (+30% speed).","Corporate Banking Assistant, Intern (May–Aug 2015)—commercial mortgage risk reports (appraisal, cash flow, RAROC, sensitivity), SME research in SQL, VBA documentation system. Office Assistant, Intern (Jun–Aug 2012)—VBA feedback system (+20% team efficiency), SOP updates. Undergraduate Researcher (Mar 2011–May 2012)—image classification (+30% speed), wildlife ML labeling. Assistant Analyst, Intern (Jun–Jul 2010)—China mobile market research; due diligence support.",Entry-level,R020,Q020,How do you stay updated with industry trends?,Adaptability,Banking / Financial Analyst,QA Analyst,Easy,6 years,Open-Ended,A020,"I'm always eager to learn and embrace change as a way to improve. For example, I once had to switch to a new tech stack and picked it up quickly. How do you stay updated with industry trends?",Ankshi ideal_answer,['learn' 'adjust'],True,Synthetic association: CareerCorpus candidate profile linked to a semantically compatible Ankshi interview question.
C006,11877150,Finance,"S.E. in Accounting, Kwik Kian Gie School of Business (2013); High School Diploma (2008).","Communication, Budgeting, Ms Office","Advanced MS Office; bilingual English/Indonesian; strong time management, communication, and interpersonal skills; budgeting/modeling, expense planning, variance reporting, commissions calculation, petty cash and bank transactions; audit support—controls assessment, cost reporting, risk mitigation.","Finance (07/2013–Present)—drive cost savings, forecast project OPEX, analyze budgets/financials, partner with managers on annual expense plans, report monthly variances, model cash needs, handle commissions, petty cash, and banking; Junior Auditor (02/2012–06/2012)—gathered audit data, reviewed cost reports, reported control issues, presented findings and recommendations, and assessed process risks and gaps.",Mid-level,R021,Q021,How does this role fit into your career path?,Career Goals,Financial Analyst,QA Analyst,Easy,7+ years,Open-Ended,A021,My long-term goal is to grow into a senior role where I can contribute more strategically and mentor others. This role brings me closer to that. How does this role fit into your career path?,Ankshi ideal_answer,['next step' 'aspiration'],True,Synthetic association: CareerCorpus candidate profile linked to a semantically compatible Ankshi interview question.
C006,11877150,Finance,"S.E. in Accounting, Kwik Kian Gie School of Business (2013); High School Diploma (2008).","Communication, Budgeting, Ms Office","Advanced MS Office; bilingual English/Indonesian; strong time management, communication, and interpersonal skills; budgeting/modeling, expense planning, variance reporting, commissions calculation, petty cash and bank transactions; audit support—controls assessment, cost reporting, risk mitigation.","Finance (07/2013–Present)—drive cost savings, forecast project OPEX, analyze budgets/financials, partner with managers on annual expense plans, report monthly variances, model cash needs, handle commissions, petty cash, and banking; Junior Auditor (02/2012–06/2012)—gathered audit data, reviewed cost reports, reported control issues, presented findings and recommendations, and assessed process risks and gaps.",Mid-level,R022,Q022,Tell me about a conflict you had with a coworker and how you resolved it.,Conflict Resolution,Financial Analyst,QA Analyst,Easy,6 years,Behavioral,A022,"When faced with conflict, I approach it calmly and try to understand all perspectives before finding a solution together. Tell me about a conflict you had with a coworker and how you resolved it.",Ankshi ideal_answer,['problem' 'conflict'],True,Synthetic association: CareerCorpus candidate profile linked to a semantically compatible Ankshi interview question.
